Day,Hour,Dir,Spd,Temp,Radiation,date
41,13,150.0,0.154362416,0.94140625,0.639769452,2023-07-12 13:00:00
41,14,120.0,0.147651007,0.88671875,0.481268012,2023-07-12 14:00:00
41,15,130.0,0.140939597,0.9140625,0.461095101,2023-07-12 15:00:00
41,16,120.0,0.161073826,0.87109375,0.282420749,2023-07-12 16:00:00
41,17,120.0,0.161073826,0.859375,0.190201729,2023-07-12 17:00:00
41,18,120.0,0.100671141,0.81640625,0.083573487,2023-07-12 18:00:00
41,19,120.0,0.100671141,0.79296875,0.002881844,2023-07-12 19:00:00
41,20,120.0,0.134228188,0.78125,0.0,2023-07-12 20:00:00
41,21,120.0,0.161073826,0.77734375,0.0,2023-07-12 21:00:00
41,22,120.0,0.167785235,0.7734375,0.0,2023-07-12 22:00:00
41,23,130.0,0.154362416,0.7734375,0.0,2023-07-12 23:00:00
41,24,120.0,0.167785235,0.76171875,0.0,2023-07-13 00:00:00
42,1,120.0,0.11409396,0.75,0.0,2023-07-13 01:00:00
42,2,120.0,0.046979866,0.7578125,0.0,2023-07-13 02:00:00
42,3,130.0,0.0,0.75,0.0,2023-07-13 03:00:00
42,4,180.0,0.0,0.76171875,0.0,2023-07-13 04:00:00
42,5,290.0,0.0,0.75390625,0.0,2023-07-13 05:00:00
42,6,280.0,0.0,0.75390625,0.0,2023-07-13 06:00:00
42,7,270.0,0.0,0.76171875,0.025936599,2023-07-13 07:00:00
42,8,280.0,0.0,0.81640625,0.187319885,2023-07-13 08:00:00
42,9,280.0,0.033557047,0.84375,0.345821326,2023-07-13 09:00:00
42,10,140.0,0.0,0.92578125,0.550432277,2023-07-13 10:00:00
42,11,270.0,0.134228188,0.8984375,0.590778098,2023-07-13 11:00:00
42,12,270.0,0.154362416,0.9453125,0.798270893,2023-07-13 12:00:00
42,13,270.0,0.10738255,0.89453125,0.46685879,2023-07-13 13:00:00
42,14,290.0,0.120805369,0.91796875,0.400576369,2023-07-13 14:00:00
42,15,270.0,0.161073826,0.9296875,0.654178674,2023-07-13 15:00:00
42,16,270.0,0.120805369,0.9140625,0.446685879,2023-07-13 16:00:00
42,17,290.0,0.120805369,0.890625,0.244956772,2023-07-13 17:00:00
42,18,120.0,0.1174496645,0.88671875,0.07204611,2023-07-13 18:00:00
42,19,80.0,0.11409396,0.7890625,0.005763689,2023-07-13 19:00:00
42,20,20.0,0.040268456,0.7734375,0.0,2023-07-13 20:00:00
42,21,170.0,0.033557047,0.80859375,0.0,2023-07-13 21:00:00
42,22,90.0,0.167785235,0.83203125,0.0,2023-07-13 22:00:00
42,23,50.0,0.208053691,0.8125,0.0,2023-07-13 23:00:00
42,24,50.0,0.302013423,0.828125,0.0,2023-07-14 00:00:00
43,1,50.0,0.33557047,0.8125,0.0,2023-07-14 01:00:00
43,2,50.0,0.44966443,0.7421875,0.0,2023-07-14 02:00:00
43,3,40.0,0.429530201,0.703125,0.0,2023-07-14 03:00:00
43,4,60.0,0.483221477,0.7265625,0.0,2023-07-14 04:00:00
43,5,70.0,0.624161074,0.70703125,0.0,2023-07-14 05:00:00
43,6,70.0,0.644295302,0.69140625,0.0,2023-07-14 06:00:00
43,7,110.0,0.697986577,0.66796875,0.0,2023-07-14 07:00:00
43,8,110.0,0.912751678,0.67578125,0.002881844,2023-07-14 08:00:00
43,9,120.0,1.0,0.65625,0.005763689,2023-07-14 09:00:00
43,10,130.0,0.872483221,0.6640625,0.011527378,2023-07-14 10:00:00
43,11,140.0,0.765100671,0.66796875,0.025936599,2023-07-14 11:00:00
43,12,140.0,0.483221477,0.68359375,0.086455331,2023-07-14 12:00:00
43,13,140.0,0.436241611,0.72265625,0.149855908,2023-07-14 13:00:00
43,14,140.0,0.342281879,0.7734375,0.305475504,2023-07-14 14:00:00
43,15,140.0,0.308724832,0.78125,0.279538905,2023-07-14 15:00:00
43,16,140.0,0.295302013,0.79296875,0.354466859,2023-07-14 16:00:00
43,17,140.0,0.255033557,0.77734375,0.193083573,2023-07-14 17:00:00
43,18,130.0,0.248322148,0.72265625,0.066282421,2023-07-14 18:00:00
43,19,120.0,0.261744966,0.71875,0.0,2023-07-14 19:00:00
43,20,110.0,0.295302013,0.71484375,0.0,2023-07-14 20:00:00
43,21,120.0,0.255033557,0.74609375,0.0,2023-07-14 21:00:00
43,22,120.0,0.261744966,0.75390625,0.0,2023-07-14 22:00:00
43,23,120.0,0.255033557,0.75390625,0.0,2023-07-14 23:00:00
43,24,120.0,0.234899329,0.7578125,0.0,2023-07-15 00:00:00
44,1,120.0,0.241610738,0.7578125,0.0,2023-07-15 01:00:00
44,2,130.0,0.241610738,0.73828125,0.0,2023-07-15 02:00:00
44,3,120.0,0.241610738,0.734375,0.0,2023-07-15 03:00:00
44,4,120.0,0.22147651000000002,0.7421875,0.0,2023-07-15 04:00:00
44,5,120.0,0.201342282,0.71484375,0.0,2023-07-15 05:00:00
44,6,120.0,0.268456376,0.7265625,0.0,2023-07-15 06:00:00
44,7,120.0,0.342281879,0.71484375,0.014409222,2023-07-15 07:00:00
44,8,130.0,0.268456376,0.73828125,0.048991354,2023-07-15 08:00:00
44,9,140.0,0.268456376,0.75390625,0.11815562,2023-07-15 09:00:00
44,10,130.0,0.268456376,0.7734375,0.170028818,2023-07-15 10:00:00
44,11,130.0,0.288590604,0.83203125,0.443804035,2023-07-15 11:00:00
44,12,120.0,0.32885906,0.85546875,0.426512968,2023-07-15 12:00:00
44,13,120.0,0.315436242,0.86328125,0.556195965,2023-07-15 13:00:00
44,14,120.0,0.348993289,0.8203125,0.34870317,2023-07-15 14:00:00
44,15,120.0,0.33557047,0.828125,0.25648415,2023-07-15 15:00:00
44,16,120.0,0.281879195,0.82421875,0.227665706,2023-07-15 16:00:00
44,17,130.0,0.241610738,0.79296875,0.083573487,2023-07-15 17:00:00
44,18,120.0,0.248322148,0.78515625,0.037463977,2023-07-15 18:00:00
44,19,120.0,0.268456376,0.7734375,0.002881844,2023-07-15 19:00:00
44,20,120.0,0.261744966,0.76953125,0.0,2023-07-15 20:00:00
44,21,120.0,0.255033557,0.7734375,0.0,2023-07-15 21:00:00
44,22,120.0,0.275167785,0.7734375,0.0,2023-07-15 22:00:00
44,23,120.0,0.275167785,0.77734375,0.0,2023-07-15 23:00:00
44,24,120.0,0.261744966,0.77734375,0.0,2023-07-16 00:00:00
45,1,120.0,0.261744966,0.75390625,0.0,2023-07-16 01:00:00
45,2,120.0,0.214765101,0.74609375,0.0,2023-07-16 02:00:00
45,3,120.0,0.201342282,0.7421875,0.0,2023-07-16 03:00:00
45,4,120.0,0.174496644,0.75,0.0,2023-07-16 04:00:00
45,5,120.0,0.154362416,0.7421875,0.0,2023-07-16 05:00:00
45,6,120.0,0.201342282,0.73828125,0.0,2023-07-16 06:00:00
45,7,120.0,0.194630872,0.74609375,0.017291066,2023-07-16 07:00:00
45,8,120.0,0.140939597,0.79296875,0.149855908,2023-07-16 08:00:00
45,9,120.0,0.194630872,0.85546875,0.412103746,2023-07-16 09:00:00
45,10,120.0,0.22147651,0.890625,0.541786744,2023-07-16 10:00:00
45,11,130.0,0.174496644,0.92578125,0.717579251,2023-07-16 11:00:00
45,12,120.0,0.194630872,0.9140625,0.780979827,2023-07-16 12:00:00
45,13,120.0,0.201342282,0.88671875,0.60518732,2023-07-16 13:00:00
45,14,120.0,0.187919463,0.87109375,0.602305476,2023-07-16 14:00:00
45,15,130.0,0.208053691,0.9140625,0.671469741,2023-07-16 15:00:00
45,16,140.0,0.234899329,0.875,0.567723343,2023-07-16 16:00:00
45,17,130.0,0.187919463,0.875,0.380403458,2023-07-16 17:00:00
45,18,140.0,0.174496644,0.80859375,0.13832853,2023-07-16 18:00:00
45,19,120.0,0.140939597,0.78125,0.005763689,2023-07-16 19:00:00
45,20,120.0,0.161073826,0.765625,0.0,2023-07-16 20:00:00
45,21,120.0,0.147651007,0.7578125,0.0,2023-07-16 21:00:00
45,22,110.0,0.100671141,0.7578125,0.0,2023-07-16 22:00:00
45,23,120.0,0.11409396,0.76171875,0.0,2023-07-16 23:00:00
45,24,120.0,0.067114094,0.75,0.0,2023-07-17 00:00:00
46,1,120.0,0.060402685,0.7578125,0.0,2023-07-17 01:00:00
46,2,90.0,0.046979866,0.75,0.0,2023-07-17 02:00:00
46,3,110.0,0.060402685,0.73828125,0.0,2023-07-17 03:00:00
46,4,10.0,0.013422819,0.74609375,0.0,2023-07-17 04:00:00
46,5,130.0,0.0,0.72265625,0.0,2023-07-17 05:00:00
46,6,130.0,0.0,0.73046875,0.0,2023-07-17 06:00:00
46,7,160.0,0.0,0.7578125,0.031700288,2023-07-17 07:00:00
46,8,190.0,0.0,0.79296875,0.123919308,2023-07-17 08:00:00
46,9,110.0,0.087248322,0.8828125,0.403458213,2023-07-17 09:00:00
46,10,100.0,0.087248322,0.87890625,0.538904899,2023-07-17 10:00:00
46,11,130.0,0.147651007,0.953125,0.763688761,2023-07-17 11:00:00
46,12,130.0,0.154362416,0.96484375,0.867435159,2023-07-17 12:00:00
46,13,140.0,0.22147651,0.96484375,0.884726225,2023-07-17 13:00:00
46,14,140.0,0.208053691,0.9609375,0.83573487,2023-07-17 14:00:00
46,15,130.0,0.201342282,0.921875,0.708933718,2023-07-17 15:00:00
46,16,140.0,0.22147651,0.90234375,0.515850144,2023-07-17 16:00:00
46,17,130.0,0.181208054,0.86328125,0.317002882,2023-07-17 17:00:00
46,18,120.0,0.187919463,0.828125,0.13832853,2023-07-17 18:00:00
46,19,120.0,0.120805369,0.79296875,0.008645533,2023-07-17 19:00:00
46,20,120.0,0.11409396,0.78125,0.0,2023-07-17 20:00:00
46,21,120.0,0.080536913,0.7734375,0.0,2023-07-17 21:00:00
46,22,120.0,0.120805369,0.76953125,0.0,2023-07-17 22:00:00
46,23,120.0,0.006711409,0.765625,0.0,2023-07-17 23:00:00
46,24,120.0,0.040268456,0.7578125,0.0,2023-07-18 00:00:00
47,1,120.0,0.0,0.74609375,0.0,2023-07-18 01:00:00
47,2,130.0,0.020134228,0.74609375,0.0,2023-07-18 02:00:00
47,3,140.0,0.073825503,0.73828125,0.0,2023-07-18 03:00:00
47,4,120.0,0.127516779,0.74609375,0.0,2023-07-18 04:00:00
47,5,130.0,0.026845638,0.7421875,0.0,2023-07-18 05:00:00
47,6,130.0,0.0,0.734375,0.0,2023-07-18 06:00:00
47,7,130.0,0.0,0.7421875,0.025936599,2023-07-18 07:00:00
47,8,120.0,0.0,0.82421875,0.175792507,2023-07-18 08:00:00
47,9,120.0,0.013422819,0.89453125,0.426512968,2023-07-18 09:00:00
47,10,20.0,0.073825503,0.8984375,0.550432277,2023-07-18 10:00:00
47,11,10.0,0.154362416,0.94140625,0.749279539,2023-07-18 11:00:00
47,12,120.0,0.11409396,0.93359375,0.423631124,2023-07-18 12:00:00
47,13,130.0,0.161073826,0.984375,0.737752161,2023-07-18 13:00:00
47,14,130.0,0.22147651,0.9453125,0.806916427,2023-07-18 14:00:00
47,15,130.0,0.234899329,0.9375,0.682997118,2023-07-18 15:00:00
47,16,120.0,0.248322148,0.90234375,0.46685879,2023-07-18 16:00:00
47,17,120.0,0.214765101,0.8828125,0.282420749,2023-07-18 17:00:00
47,18,120.0,0.201342282,0.84375,0.100864553,2023-07-18 18:00:00
47,19,110.0,0.268456376,0.80859375,0.005763689,2023-07-18 19:00:00
47,20,120.0,0.187919463,0.8046875,0.0,2023-07-18 20:00:00
47,21,120.0,0.214765101,0.79296875,0.0,2023-07-18 21:00:00
47,22,120.0,0.174496644,0.7890625,0.0,2023-07-18 22:00:00
47,23,120.0,0.208053691,0.77734375,0.0,2023-07-18 23:00:00
47,24,120.0,0.208053691,0.77734375,0.0,2023-07-19 00:00:00
48,1,120.0,0.201342282,0.765625,0.0,2023-07-19 01:00:00
48,2,110.0,0.147651007,0.75390625,0.0,2023-07-19 02:00:00
48,3,120.0,0.154362416,0.75,0.0,2023-07-19 03:00:00
48,4,130.0,0.073825503,0.75390625,0.0,2023-07-19 04:00:00
48,5,80.0,0.080536913,0.75,0.0,2023-07-19 05:00:00
48,6,100.0,0.053691275,0.7421875,0.0,2023-07-19 06:00:00
48,7,110.0,0.046979866,0.7578125,0.011527378,2023-07-19 07:00:00
48,8,110.0,0.060402685,0.7734375,0.100864553,2023-07-19 08:00:00
48,9,120.0,0.090604027,0.8203125,0.354466859,2023-07-19 09:00:00
48,10,100.0,0.120805369,0.8515625,0.331412104,2023-07-19 10:00:00
48,11,130.0,0.134228188,0.92578125,0.472622478,2023-07-19 11:00:00
48,12,130.0,0.187919463,0.9609375,0.746397695,2023-07-19 12:00:00
48,13,130.0,0.208053691,0.953125,0.783861671,2023-07-19 13:00:00
48,14,120.0,0.2046979865,0.9453125,0.783861671,2023-07-19 14:00:00
48,15,140.0,0.201342282,0.88671875,0.608069164,2023-07-19 15:00:00
48,16,130.0,0.187919463,0.875,0.443804035,2023-07-19 16:00:00
48,17,120.0,0.201342282,0.8515625,0.279538905,2023-07-19 17:00:00
48,18,120.0,0.228187919,0.79296875,0.097982709,2023-07-19 18:00:00
48,19,120.0,0.187919463,0.7734375,0.002881844,2023-07-19 19:00:00
48,20,120.0,0.154362416,0.7734375,0.0,2023-07-19 20:00:00
48,21,120.0,0.120805369,0.77734375,0.0,2023-07-19 21:00:00
48,22,110.0,0.100671141,0.76953125,0.0,2023-07-19 22:00:00
48,23,110.0,0.087248322,0.765625,0.0,2023-07-19 23:00:00
48,24,120.0,0.080536913,0.76171875,0.0,2023-07-20 00:00:00
49,1,90.0,0.127516779,0.76171875,0.0,2023-07-20 01:00:00
49,2,110.0,0.127516779,0.765625,0.0,2023-07-20 02:00:00
49,3,80.0,0.134228188,0.765625,0.0,2023-07-20 03:00:00
49,4,80.0,0.080536913,0.765625,0.0,2023-07-20 04:00:00
49,5,60.0,0.073825503,0.76953125,0.0,2023-07-20 05:00:00
49,6,50.0,0.127516779,0.765625,0.0,2023-07-20 06:00:00
49,7,20.0,0.067114094,0.75,0.014409222,2023-07-20 07:00:00
49,8,40.0,0.11409396,0.703125,0.028818444,2023-07-20 08:00:00
49,9,120.0,0.100671141,0.68359375,0.057636888,2023-07-20 09:00:00
49,10,130.0,0.073825503,0.80859375,0.547550432,2023-07-20 10:00:00
49,11,90.0,0.187919463,0.7890625,0.308357349,2023-07-20 11:00:00
49,12,110.0,0.154362416,0.71875,0.123919308,2023-07-20 12:00:00
49,13,120.0,0.140939597,0.65625,0.051873199,2023-07-20 13:00:00
49,14,30.0,0.033557047,0.6484375,0.037463977,2023-07-20 14:00:00
49,15,130.0,0.020134228,0.66015625,0.031700288,2023-07-20 15:00:00
49,16,100.0,0.10738255,0.66015625,0.025936599,2023-07-20 16:00:00
49,17,110.0,0.134228188,0.6796875,0.025936599,2023-07-20 17:00:00
49,18,110.0,0.134228188,0.671875,0.023054755,2023-07-20 18:00:00
49,19,110.0,0.093959732,0.67578125,0.0,2023-07-20 19:00:00
49,20,110.0,0.127516779,0.69140625,0.0,2023-07-20 20:00:00
49,21,100.0,0.11409396,0.69921875,0.0,2023-07-20 21:00:00
49,22,100.0,0.140939597,0.71484375,0.0,2023-07-20 22:00:00
49,23,90.0,0.167785235,0.71484375,0.0,2023-07-20 23:00:00
49,24,90.0,0.134228188,0.71875,0.0,2023-07-21 00:00:00
50,1,80.0,0.147651007,0.69921875,0.0,2023-07-21 01:00:00
50,2,80.0,0.167785235,0.70703125,0.0,2023-07-21 02:00:00
50,3,90.0,0.167785235,0.69140625,0.0,2023-07-21 03:00:00
50,4,90.0,0.120805369,0.6796875,0.0,2023-07-21 04:00:00
50,5,90.0,0.100671141,0.6640625,0.0,2023-07-21 05:00:00
50,6,90.0,0.11409396,0.66796875,0.0,2023-07-21 06:00:00
50,7,80.0,0.174496644,0.66796875,0.002881844,2023-07-21 07:00:00
50,8,90.0,0.248322148,0.67578125,0.017291066,2023-07-21 08:00:00
50,9,90.0,0.208053691,0.671875,0.034582133,2023-07-21 09:00:00
50,10,80.0,0.248322148,0.671875,0.054755043,2023-07-21 10:00:00
50,11,90.0,0.214765101,0.67578125,0.043227666,2023-07-21 11:00:00
50,12,120.0,0.2046979865,0.671875,0.04610951,2023-07-21 12:00:00
50,13,80.0,0.194630872,0.66015625,0.040345821,2023-07-21 13:00:00
50,14,90.0,0.255033557,0.65625,0.048991354,2023-07-21 14:00:00
50,15,90.0,0.234899329,0.66015625,0.057636888,2023-07-21 15:00:00
50,16,80.0,0.241610738,0.66015625,0.07204611,2023-07-21 16:00:00
50,17,90.0,0.248322148,0.66015625,0.025936599,2023-07-21 17:00:00
50,18,100.0,0.275167785,0.671875,0.014409222,2023-07-21 18:00:00
50,19,100.0,0.255033557,0.6953125,0.0,2023-07-21 19:00:00
50,20,100.0,0.281879195,0.703125,0.0,2023-07-21 20:00:00
50,21,100.0,0.248322148,0.6875,0.0,2023-07-21 21:00:00
50,22,90.0,0.248322148,0.67578125,0.0,2023-07-21 22:00:00
50,23,90.0,0.288590604,0.66796875,0.0,2023-07-21 23:00:00
50,24,90.0,0.255033557,0.6640625,0.0,2023-07-22 00:00:00
51,1,90.0,0.261744966,0.66796875,0.0,2023-07-22 01:00:00
51,2,90.0,0.288590604,0.66796875,0.0,2023-07-22 02:00:00
51,3,100.0,0.275167785,0.66015625,0.0,2023-07-22 03:00:00
51,4,90.0,0.275167785,0.65625,0.0,2023-07-22 04:00:00
51,5,80.0,0.315436242,0.66796875,0.0,2023-07-22 05:00:00
51,6,70.0,0.375838926,0.6796875,0.0,2023-07-22 06:00:00
51,7,80.0,0.33557047,0.65234375,0.0,2023-07-22 07:00:00
51,8,80.0,0.32885906,0.6328125,0.005763689,2023-07-22 08:00:00
51,9,80.0,0.33557047,0.63671875,0.028818444,2023-07-22 09:00:00
51,10,90.0,0.268456376,0.63671875,0.028818444,2023-07-22 10:00:00
51,11,80.0,0.268456376,0.62890625,0.034582133,2023-07-22 11:00:00
51,12,90.0,0.228187919,0.6328125,0.04610951,2023-07-22 12:00:00
51,13,80.0,0.315436242,0.640625,0.060518732,2023-07-22 13:00:00
51,14,80.0,0.315436242,0.6328125,0.054755043,2023-07-22 14:00:00
51,15,80.0,0.32885906,0.63671875,0.040345821,2023-07-22 15:00:00
51,16,80.0,0.322147651,0.62109375,0.023054755,2023-07-22 16:00:00
51,17,90.0,0.302013423,0.62109375,0.014409222,2023-07-22 17:00:00
51,18,90.0,0.288590604,0.62890625,0.008645533,2023-07-22 18:00:00
51,19,90.0,0.288590604,0.625,0.0,2023-07-22 19:00:00
51,20,80.0,0.422818792,0.62890625,0.0,2023-07-22 20:00:00
51,21,90.0,0.288590604,0.62890625,0.0,2023-07-22 21:00:00
51,22,80.0,0.355704698,0.6328125,0.0,2023-07-22 22:00:00
51,23,80.0,0.322147651,0.6171875,0.0,2023-07-22 23:00:00
51,24,80.0,0.295302013,0.62109375,0.0,2023-07-23 00:00:00
52,1,90.0,0.315436242,0.62109375,0.0,2023-07-23 01:00:00
52,2,90.0,0.33557047,0.6171875,0.0,2023-07-23 02:00:00
52,3,80.0,0.369127517,0.6015625,0.0,2023-07-23 03:00:00
52,4,90.0,0.32885906,0.60546875,0.0,2023-07-23 04:00:00
52,5,120.0,0.3154362415,0.6015625,0.0,2023-07-23 05:00:00
52,6,90.0,0.302013423,0.60546875,0.0,2023-07-23 06:00:00
52,7,90.0,0.302013423,0.60546875,0.002881844,2023-07-23 07:00:00
52,8,110.0,0.288590604,0.61328125,0.014409222,2023-07-23 08:00:00
52,9,100.0,0.348993289,0.62890625,0.07204611,2023-07-23 09:00:00
52,10,100.0,0.275167785,0.60546875,0.074927954,2023-07-23 10:00:00
52,11,110.0,0.275167785,0.63671875,0.097982709,2023-07-23 11:00:00
52,12,110.0,0.348993289,0.625,0.07204611,2023-07-23 12:00:00
52,13,100.0,0.308724832,0.65234375,0.103746398,2023-07-23 13:00:00
52,14,100.0,0.355704698,0.64453125,0.115273775,2023-07-23 14:00:00
52,15,120.0,0.268456376,0.6796875,0.057636888,2023-07-23 15:00:00
52,16,130.0,0.375838926,0.68359375,0.063400576,2023-07-23 16:00:00
52,17,130.0,0.201342282,0.6796875,0.008645533,2023-07-23 17:00:00
52,18,140.0,0.288590604,0.6640625,0.005763689,2023-07-23 18:00:00
52,19,130.0,0.288590604,0.671875,0.002881844,2023-07-23 19:00:00
52,20,120.0,0.228187919,0.6640625,0.0,2023-07-23 20:00:00
52,21,140.0,0.44295302,0.69921875,0.0,2023-07-23 21:00:00
52,22,140.0,0.416107383,0.71484375,0.0,2023-07-23 22:00:00
52,23,140.0,0.422818792,0.703125,0.0,2023-07-23 23:00:00
52,24,160.0,0.33557047,0.6875,0.0,2023-07-24 00:00:00
53,1,140.0,0.194630872,0.70703125,0.0,2023-07-24 01:00:00
53,2,140.0,0.214765101,0.72265625,0.0,2023-07-24 02:00:00
53,3,140.0,0.228187919,0.7265625,0.0,2023-07-24 03:00:00
53,4,140.0,0.214765101,0.7421875,0.0,2023-07-24 04:00:00
53,5,140.0,0.241610738,0.7421875,0.0,2023-07-24 05:00:00
53,6,130.0,0.255033557,0.72265625,0.0,2023-07-24 06:00:00
53,7,140.0,0.208053691,0.70703125,0.002881844,2023-07-24 07:00:00
53,8,170.0,0.241610738,0.66796875,0.002881844,2023-07-24 08:00:00
53,9,180.0,0.208053691,0.66015625,0.014409222,2023-07-24 09:00:00
53,10,160.0,0.174496644,0.68359375,0.126801153,2023-07-24 10:00:00
53,11,170.0,0.080536913,0.8203125,0.593659942,2023-07-24 11:00:00
53,12,260.0,0.087248322,0.81640625,0.524495677,2023-07-24 12:00:00
53,13,260.0,0.080536913,0.8359375,0.492795389,2023-07-24 13:00:00
53,14,260.0,0.067114094,0.82421875,0.400576369,2023-07-24 14:00:00
53,15,160.0,0.080536913,0.8046875,0.190201729,2023-07-24 15:00:00
53,16,170.0,0.073825503,0.80859375,0.25648415,2023-07-24 16:00:00
53,17,170.0,0.154362416,0.7734375,0.13832853,2023-07-24 17:00:00
53,18,160.0,0.134228188,0.765625,0.054755043,2023-07-24 18:00:00
53,19,230.0,0.046979866,0.75390625,0.002881844,2023-07-24 19:00:00
53,20,180.0,0.087248322,0.7421875,0.0,2023-07-24 20:00:00
53,21,190.0,0.040268456,0.734375,0.0,2023-07-24 21:00:00
53,22,170.0,0.067114094,0.7421875,0.0,2023-07-24 22:00:00
53,23,230.0,0.040268456,0.734375,0.0,2023-07-24 23:00:00
53,24,270.0,0.020134228,0.73046875,0.0,2023-07-25 00:00:00
54,1,270.0,0.040268456,0.72265625,0.0,2023-07-25 01:00:00
54,2,280.0,0.006711409,0.71875,0.0,2023-07-25 02:00:00
54,3,270.0,0.013422819,0.7109375,0.0,2023-07-25 03:00:00
54,4,280.0,0.073825503,0.70703125,0.0,2023-07-25 04:00:00
54,5,280.0,0.033557047,0.703125,0.0,2023-07-25 05:00:00
54,6,270.0,0.0,0.69921875,0.0,2023-07-25 06:00:00
54,7,270.0,0.0,0.703125,0.011527378,2023-07-25 07:00:00
54,8,270.0,0.0,0.73046875,0.112391931,2023-07-25 08:00:00
54,9,290.0,0.020134228,0.78125,0.342939481,2023-07-25 09:00:00
54,10,280.0,0.026845638,0.8359375,0.602305476,2023-07-25 10:00:00
54,11,270.0,0.087248322,0.8203125,0.463976945,2023-07-25 11:00:00
54,12,270.0,0.154362416,0.81640625,0.625360231,2023-07-25 12:00:00
54,13,280.0,0.120805369,0.83203125,0.481268012,2023-07-25 13:00:00
54,14,300.0,0.174496644,0.8359375,0.622478386,2023-07-25 14:00:00
54,15,270.0,0.127516779,0.8203125,0.44092219,2023-07-25 15:00:00
54,16,290.0,0.127516779,0.8203125,0.308357349,2023-07-25 16:00:00
54,17,270.0,0.100671141,0.8359375,0.282420749,2023-07-25 17:00:00
54,18,290.0,0.093959732,0.79296875,0.080691643,2023-07-25 18:00:00
54,19,290.0,0.040268456,0.7734375,0.002881844,2023-07-25 19:00:00
54,20,290.0,0.073825503,0.7578125,0.0,2023-07-25 20:00:00
54,21,290.0,0.0,0.75390625,0.0,2023-07-25 21:00:00
54,22,290.0,0.0,0.75,0.0,2023-07-25 22:00:00
54,23,290.0,0.006711409,0.734375,0.0,2023-07-25 23:00:00
54,24,290.0,0.0,0.734375,0.0,2023-07-26 00:00:00
55,1,290.0,0.046979866,0.7265625,0.0,2023-07-26 01:00:00
55,2,290.0,0.060402685,0.71875,0.0,2023-07-26 02:00:00
55,3,290.0,0.026845638,0.7109375,0.0,2023-07-26 03:00:00
55,4,290.0,0.100671141,0.71484375,0.0,2023-07-26 04:00:00
55,5,290.0,0.0,0.70703125,0.0,2023-07-26 05:00:00
55,6,240.0,0.0,0.69921875,0.0,2023-07-26 06:00:00
55,7,270.0,0.0,0.703125,0.020172911,2023-07-26 07:00:00
55,8,280.0,0.0,0.73828125,0.095100865,2023-07-26 08:00:00
55,9,280.0,0.0,0.7734375,0.23054755,2023-07-26 09:00:00
55,10,280.0,0.026845638,0.80859375,0.221902017,2023-07-26 10:00:00
55,11,270.0,0.10738255,0.83203125,0.308357349,2023-07-26 11:00:00
55,12,280.0,0.013422819,0.82421875,0.34870317,2023-07-26 12:00:00
55,13,20.0,0.0,0.8359375,0.170028818,2023-07-26 13:00:00
55,14,120.0,0.03187919475,0.84375,0.213256484,2023-07-26 14:00:00
55,15,120.0,0.0637583895,0.8515625,0.244956772,2023-07-26 15:00:00
55,16,120.0,0.09563758424999999,0.85546875,0.4870317,2023-07-26 16:00:00
55,17,280.0,0.127516779,0.81640625,0.273775216,2023-07-26 17:00:00
55,18,300.0,0.120805369,0.78515625,0.066282421,2023-07-26 18:00:00
55,19,290.0,0.120805369,0.7734375,0.0,2023-07-26 19:00:00
55,20,270.0,0.0,0.7734375,0.0,2023-07-26 20:00:00
55,21,290.0,0.0,0.77734375,0.0,2023-07-26 21:00:00
55,22,290.0,0.0,0.76953125,0.0,2023-07-26 22:00:00
55,23,330.0,0.0,0.75,0.0,2023-07-26 23:00:00
55,24,120.0,0.0,0.7578125,0.0,2023-07-27 00:00:00
56,1,280.0,0.0,0.75390625,0.0,2023-07-27 01:00:00
56,2,290.0,0.0,0.7578125,0.0,2023-07-27 02:00:00
56,3,280.0,0.0,0.75,0.0,2023-07-27 03:00:00
56,4,120.0,0.0,0.73828125,0.0,2023-07-27 04:00:00
56,5,120.0,0.033557047,0.734375,0.0,2023-07-27 05:00:00
56,6,120.0,0.040268456,0.72265625,0.0,2023-07-27 06:00:00
56,7,30.0,0.046979866,0.73046875,0.028818444,2023-07-27 07:00:00
56,8,120.0,0.006711409,0.76953125,0.121037464,2023-07-27 08:00:00
56,9,120.0,0.033557047,0.8359375,0.42074928,2023-07-27 09:00:00
56,10,110.0,0.093959732,0.8046875,0.239193084,2023-07-27 10:00:00
56,11,120.0,0.11409396,0.875,0.463976945,2023-07-27 11:00:00
56,12,120.0,0.10738255,0.91796875,0.691642651,2023-07-27 12:00:00
56,13,140.0,0.140939597,0.93359375,0.783861671,2023-07-27 13:00:00
56,14,120.0,0.130872483,0.9375,0.657060519,2023-07-27 14:00:00
56,15,120.0,0.120805369,0.859375,0.541786744,2023-07-27 15:00:00
56,16,120.0,0.11073825500000001,0.7890625,0.04610951,2023-07-27 16:00:00
56,17,290.0,0.100671141,0.7890625,0.095100865,2023-07-27 17:00:00
56,18,30.0,0.100671141,0.78125,0.020172911,2023-07-27 18:00:00
56,19,20.0,0.134228188,0.75,0.0,2023-07-27 19:00:00
56,20,10.0,0.161073826,0.734375,0.0,2023-07-27 20:00:00
56,21,30.0,0.120805369,0.71875,0.0,2023-07-27 21:00:00
56,22,50.0,0.154362416,0.72265625,0.0,2023-07-27 22:00:00
56,23,50.0,0.167785235,0.703125,0.0,2023-07-27 23:00:00
